code,code_description,terminology,active_in_algorithm,diabetes_type,diabetes_type_level2,diabetes_type_level3
111552007,Diabetes mellitus without complication (disorder),SNOMED,1,Diabetes NOS,,
11530004,Brittle diabetes mellitus (finding),SNOMED,1,Diabetes NOS,,
123763000,Houssay's syndrome (disorder),SNOMED,1,Diabetes NOS,,
170745003,Diabetic on diet only (finding),SNOMED,1,Diabetes NOS,,
170747006,Diabetic on insulin (finding),SNOMED,1,Diabetes NOS,,
170763003,Diabetic - good control (finding),SNOMED,1,Diabetes NOS,,
190329007,Diabetes mellitus with hyperosmolar coma (disorder),SNOMED,1,Diabetes NOS,,
198121000000103,Hypoglycaemic warning impaired (disorder),SNOMED,1,Diabetes NOS,,
198131000000101,Hypoglycaemic warning good (disorder),SNOMED,1,Diabetes NOS,,
230573007,Diabetic distal sensorimotor polyneuropathy (disorder),SNOMED,1,Diabetes NOS,,
230578003,Diabetic truncal radiculopathy (disorder),SNOMED,1,Diabetes NOS,,
237622006,Poor glycemic control (disorder),SNOMED,1,Diabetes NOS,,
237650006,Insulin resistance in diabetes (disorder),SNOMED,1,Diabetes NOS,,
25907005,Diabetic gangrene (disorder),SNOMED,1,Diabetes NOS,,
267467004,Diabetes mellitus (& [ketoacidosis]) (disorder),SNOMED,1,Diabetes NOS,,
268519009,Diabetic - poor control (finding),SNOMED,1,Diabetes NOS,,
311366001,Kimmelstiel-Wilson syndrome (disorder),SNOMED,1,Diabetes NOS,,
385041000000108,Diabetes mellitus with multiple complications (disorder),SNOMED,1,Diabetes NOS,,
385051000000106,Pre-existing diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
407569005,Patient on maximal tolerated therapy for diabetes (finding),SNOMED,1,Diabetes NOS,,
426875007,Latent autoimmune diabetes mellitus in adult (disorder),SNOMED,1,Diabetes NOS,,
429729007,Diabetic education completed (situation),SNOMED,1,Diabetes NOS,,
446641003,Renal cysts and diabetes syndrome (disorder),SNOMED,1,Diabetes NOS,,
54181000,Diabetes-nephrosis syndrome (disorder),SNOMED,1,Diabetes NOS,,
658011000000104,Diabetes mellitus with other specified manifestation (disorder),SNOMED,1,Diabetes NOS,,
709147009,Gingivitis co-occurrent with diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
716031000000106,Excepted from diabetes quality indicators - informed dissent (finding),SNOMED,1,Diabetes NOS,,
716362006,Gingival disease co-occurrent with diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
717421000000100,Excepted from diabetes quality indicators - patient unsuitable (finding),SNOMED,1,Diabetes NOS,,
729981000000105,Renal cysts and diabetes syndrome (disorder),SNOMED,1,Diabetes NOS,,
73211009,Diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
735199000,History of diabetes related lower limb amputation (situation),SNOMED,1,Diabetes NOS,,
773001000000103,Symptomatic diabetic peripheral neuropathy (disorder),SNOMED,1,Diabetes NOS,,
783722008,Myopathy and diabetes mellitus (disorder),SNOMED,1,Diabetes NOS,,
80660001,Mauriac's syndrome (disorder),SNOMED,1,Diabetes NOS,,
894741000000107,Hypoglycaemic warning absent (disorder),SNOMED,1,Diabetes NOS,,
E12,Malnutrition-related diabetes mellitus,ICD10,0,Removed,Malnutrition,
E120,Malnutrition-related diabetes mellitus With coma,ICD10,0,Removed,Malnutrition,
E121,Malnutrition-related diabetes mellitus With ketoacidosis,ICD10,0,Removed,Malnutrition,
E122,Malnutrition-related diabetes mellitus With renal complications,ICD10,0,Removed,Malnutrition,
E123,Malnutrition-related diabetes mellitus With ophthalmic complications,ICD10,0,Removed,Malnutrition,
E124,Malnutrition-related diabetes mellitus With neurological complications,ICD10,0,Removed,Malnutrition,
E125,Malnutrition-related diabetes mellitus With peripheral circulatory complications,ICD10,0,Removed,Malnutrition,
E126,Malnutrition-related diabetes mellitus With other specified complications,ICD10,0,Removed,Malnutrition,
E127,Malnutrition-related diabetes mellitus With multiple complications,ICD10,0,Removed,Malnutrition,
E128,Malnutrition-related diabetes mellitus With unspecified complications,ICD10,0,Removed,Malnutrition,
E129,Malnutrition-related diabetes mellitus Without complications,ICD10,0,Removed,Malnutrition,
O242,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus,ICD10,0,Removed,Malnutrition,
O244,Diabetes mellitus arising in pregnancy,ICD10,0,Removed,Gestational,
O249,"Diabetes mellitus in pregnancy, unspecified",ICD10,0,Removed,Gestational,
1.07534910001191E+016,Gestational diabetes mellitus in childbirth (disorder),SNOMED,0,Removed,Gestational,
1.07548810001191E+016,Diabetes mellitus in mother complicating childbirth,SNOMED,0,Removed,Gestational,
11687002,Gestational diabetes mellitus (disorder),SNOMED,0,Removed,Gestational,
199223000,Diabetes mellitus during pregnancy childbirth and the puerperium (disorder),SNOMED,0,Removed,Gestational,
40801000119106,Gestational diabetes mellitus complicating pregnancy (disorder),SNOMED,0,Removed,Gestational,
420491007,"Gestational diabetes mellitus, class H (disorder)",SNOMED,0,Removed,Gestational,
420738003,"Gestational diabetes mellitus, class T (disorder)",SNOMED,0,Removed,Gestational,
420989005,"Gestational diabetes mellitus, class R (disorder)",SNOMED,0,Removed,Gestational,
421223006,"Gestational diabetes mellitus, class F (disorder)",SNOMED,0,Removed,Gestational,
421389009,"Gestational diabetes mellitus, class C (disorder)",SNOMED,0,Removed,Gestational,
421443003,"Gestational diabetes mellitus, class D (disorder)",SNOMED,0,Removed,Gestational,
422155003,"Gestational diabetes mellitus, class B (disorder)",SNOMED,0,Removed,Gestational,
46894009,Gestational diabetes mellitus class A2 (disorder),SNOMED,0,Removed,Gestational,
71546005,"Gestational diabetes mellitus, class B>1< (disorder)",SNOMED,0,Removed,Gestational,
75022004,Gestational diabetes mellitus class A1 (disorder),SNOMED,0,Removed,Gestational,
190406000,Ketoacidosis due to malnutrition related diabetes mellitus (disorder),SNOMED,0,Removed,Malnutrition,
190407009,Malnutrition-related diabetes mellitus with renal complications (disorder),SNOMED,0,Removed,Malnutrition,
190410002,Malnutrition-related diabetes mellitus with peripheral circulatory complications (disorder),SNOMED,0,Removed,Malnutrition,
190411003,Multiple complications due to malnutrition related diabetes (disorder),SNOMED,0,Removed,Malnutrition,
190412005,Malnutrition-related diabetes mellitus without complications (disorder),SNOMED,0,Removed,Malnutrition,
199231005,Pre-existing malnutrition-related diabetes mellitus (disorder),SNOMED,0,Removed,Malnutrition,
237600004,Malnutrition-related diabetes mellitus - fibrocalculous (disorder),SNOMED,0,Removed,Malnutrition,
420683009,Disorder of nervous system due to malnutrition related diabetes mellitus (disorder),SNOMED,0,Removed,Malnutrition,
420996007,Coma due to malnutrition-related diabetes mellitus (disorder),SNOMED,0,Removed,Malnutrition,
421256007,Disorder of eye due to malnutrition related diabetes mellitus (disorder),SNOMED,0,Removed,Malnutrition,
57886004,Protein-deficient diabetes mellitus (disorder),SNOMED,0,Removed,Malnutrition,
75524006,Malnutrition related diabetes mellitus (disorder),SNOMED,0,Removed,Malnutrition,
1109921000000106,Quality and Outcomes Framework quality indicator-related care invitation (procedure),SNOMED,0,Removed,,
111307005,Leprechaunism syndrome (disorder),SNOMED,0,Removed,,
20678000,Extreme insulin resistance with acanthosis nigricans hirsutism AND autoantibodies to the insulin receptors (disorder),SNOMED,0,Removed,,
237613005,Hyperproinsulinemia (disorder),SNOMED,0,Removed,,
237651005,Insulin resistance - type A (disorder),SNOMED,0,Removed,,
237652003,Insulin resistance - type B (disorder),SNOMED,0,Removed,,
24203005,Extreme insulin resistance with acanthosis nigricans hirsutism AND abnormal insulin receptors (disorder),SNOMED,0,Removed,,
408539000,Insulin autoimmune syndrome (disorder),SNOMED,0,Removed,,
414230000,Family/carer referral to diabetes structured education program (procedure),SNOMED,0,Removed,,
763325000,Insulin resistance (disorder),SNOMED,0,Removed,,
83728000,Polyglandular autoimmune syndrome type 2 (disorder),SNOMED,0,Removed,,
134395001,Diabetic retinopathy screening (procedure),SNOMED,0,Removed,Examination/screening - retinal/foot,Procedure Codes
1066911000000100,Diabetes monitoring short message service text message first invitation (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
1066921000000106,Diabetes monitoring short message service text message second invitation (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
1066931000000108,Diabetes monitoring short message service text message third invitation (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
1083111000000108,Diabetes monitoring invitation email (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
185756006,Diabetes monitoring first letter (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
185757002,Diabetes monitoring second letter (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
185758007,Diabetes monitoring third letter (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
185759004,Diabetes monitoring verbal invite (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
185760009,Diabetes monitoring telephone invite (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
310425007,Diabetes monitoring invitation (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
705072004,Diabetes monitoring invitation by short message service text messaging (procedure),SNOMED,0,Removed,Monitoring,Procedure Codes
722161008,Diabetic retinal eye exam (procedure),SNOMED,0,Removed,On examination/screening - retinal/foot,Procedure Codes
1110921000000100,Quality and Outcomes Framework diabetes mellitus quality indicator-related care invitation (procedure),SNOMED,0,Removed,QOF,Procedure Codes
143401000000102,Quality and Outcomes Framework diabetes mellitus quality indicator-related care invitation using preferred method of communication (procedure),SNOMED,0,Removed,QOF,Procedure Codes
1108731000000100,Referral to online diabetes structured education programme (procedure),SNOMED,0,Removed,Referral,Procedure Codes
1108741000000109,Referral to Healthy Living for People with Diabetes online self-management programme (procedure),SNOMED,0,Removed,Referral,Procedure Codes
306701000000102,Referral to dose adjustment for normal eating diabetes structured education programme (procedure),SNOMED,0,Removed,Referral,Procedure Codes
306741000000104,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme (procedure),SNOMED,0,Removed,Referral,Procedure Codes
306771000000105,Referral to expert patient education versus routine treatment diabetes structured education programme (procedure),SNOMED,0,Removed,Referral,Procedure Codes
415270003,Referral to diabetes structured education program (procedure),SNOMED,0,Removed,Referral,Procedure Codes
